"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Isshin, Two Heavens as One","WBR","R","4018","5.24","450","","278","10.7%","","49","","53","","102","","176","",""
"Kinnan, Bonder Prodigy","UG","M","3818","4.81","633","6.18","1832","48.7%","54.6%","326","","522","52.7%","848","53.7%","977","55.5%","-1.8pp"
"Kraum, Ludevic's Opus","UR","R","2527","3.26","774","3.53","3586","76.3%","54.2%","615","51.7%","986","59.3%","1601","56.4%","1966","52.4%","4.0pp"
"Muldrotha, the Gravetide","UBG","R","2165","2.97","822","3.23","4022","81.3%","53.7%","726","54.7%","1121","60.1%","1847","58.0%","2108","49.4%","8.6pp"
"Thrasios, Triton Hero","UG","M","3372","4.10","732","5.04","2833","65.8%","53.1%","494","","754","55.7%","1248","54.0%","1562","52.4%","1.6pp"
"Vial Smasher the Fierce","BR","M","2116","2.81","679","2.84","3141","78.0%","53.3%","516","53.1%","791","58.9%","1307","56.6%","1798","50.9%","5.7pp"
"Yuriko, the Tiger's Shadow","UB","R","3102","4.01","634","4.95","2032","53.8%","52.1%","360","","579","55.3%","939","53.4%","1073","51.1%","2.3pp"
"Chromatic Lantern","","R","3382","4.03","415","","1263","53.4%","50.0%","237","","326","","563","49.6%","690","50.1%","-0.6pp"
"Smuggler's Copter","","R","1173","1.61","941","1.64","5926","98.6%","59.9%","1075","68.5%","1463","62.5%","2538","65.1%","3153","55.2%","9.9pp"
"Strixhaven Stadium","","U","40867","7.63","4071","11.55","878","3.6%","47.4%","152","","207","","359","","513","47.8%",""
"Command Beacon","","R","5408","7.24","632","10.75","6","0.2%","","2","","0","","2","","4","",""
